,Beer Names,Rating,Locations,Reviews,Users,City
1398,Pine Creek Hek Lager,3.9,"Calgary, Alberta",I don't wanna sound long winded here so I'll keep is simple. This beer is a bargain and it gets the job done. I don't get why all these people complain so much about it. :P,AleSampler23,Calgary
1399,Side Project Vintage 2014,2,"Maplewood, Missouri","375 mL bottle. Clear golden. Smells of oak, acetone, and honey sweetness. Tastes of vinegar, acetone, a little bit of oak. Rough. Not quite undrinkable. But close.",ctipping,Maplewood
1400,Crofters Apple Cider ,4,"Birmingham, West Midlands","2L plastic bottle from Tesco in Uckfield. Nice dry tasting cider. Similar to Strongbow, but less sweet. Very good value at £2.05 for 2L at time of writing.",CiderStave29,Birmingham
1401,Sester Kölsch,1,"Cologne, North Rhine-Westphalia","Only very very cold Drinkable, but flavourwise in comparison to other regional kölsch beers the weakest",muenzo,Cologne
1402,Woodfordes Norada,0.8,"Woodbastwick, Norfolk","Tasteless lager-esque crap. I have no idea why I bothered, knowing what I do about Woodfordes, but I thought I would give it a go. Insipid, thin, tasteless, fizzy rubbish.",umbongo82,Woodbastwick
1403,Störtebeker 1402 N/A,3.6,"Stralsund, Mecklenburg-Vorpommern","Köpt på Systembolaget Odenplan. Rätt ok smak för att vara en alkoholfri lager. Finns lite smak hör om man jämför med många andra. 

---Rated via Beer Buddy for iPhone",Bobhund,Stralsund
1404,Heineken,5,"Zoeterwoude, Netherlands","I ABSOLUTELY LOVE THIS BEER AND THIS EXPERIENCE THAT I HAD IN THE HEINEKEN MUSEUM. Stephen was so nice (he’s one of the workers there) really helpful and made my experience even better, had a great laugh. Learned so much. Got some pictures got some beer what isn’t it to love about this",SampleGuide34,Zoeterwoude
1405,Steel Reserve Alloy Series Hard Pineapple 211,4.7,"Milwaukee                       , Wisconsin","Steel Reserve Alloy Series Hard Pineapple has a thin, white head, a hazy, alert yellow appearance, with fierce carbonation and no lacing. The aroma is of pineapple and pale malt. The flavor is similar, with that malt underbody. Lots of sweetness and no bitterness. High medium body and a mostly dry (surprisingly) finish. RJT",ronaldtheriot,Milwaukee                       
1406,Skinners Cornish Blonde ,1.5,"Truro, Cornwall",Malt hop ashtray aroma. Pale yellow colour with big lumpy bits poor head and lacing. Malt ashtray hop flavour with slight fruit tang finish. Flat palate.,Lunkie,Truro
1407,Samuel Smiths Nut Brown Ale,5,"Tadcaster, North Yorkshire","Simply a truly tasty and fulfilling beer. I’m not gonna pretend to taste notes of hazelnut, chocolate, coffee, etc.   I just know this is quite possibly my favorite beer of all-time. Hope you like it at least half as much as I do.",gregajames2,Tadcaster
1408,Kulmbacher Mönchshof Natur Radler,4.1,"Kulmbach, Bavaria",The best Natur Radler I have tasted in Germany! I guess it is just to natural for most people.,Godsmack76,Kulmbach
1409,Central State Garden,1.7,"Indianapolis, Indiana",Neutral to lightly lemony aroma...looks like dishwater...taste is medium sour and of water....medium sour water is all this is...no complexity or other flavors...crazy...not bad...just nothing....had at random tap,geologyguy,Indianapolis
1410,The 4 Elements,4.1,"Gundelfingen, Bavaria","Gran cerveza ecológica de estilo Pilsen con mucho sabor a cereal, realmente buena.",Tasche39,Gundelfingen
1411,Bud Light,3,"St. Louis, Missouri","It does what it says on the can. Light larger with refreshing taste if not a bit watery, but what do you expect it's a light beer.",SampleRespek37,St. Louis
1412,Michelob Ultra,5,"St. Louis, Missouri",I gave this a 5 because it's just great. Not too much taste but just enough and i don't gain weight.,KegChecker36,St. Louis
1413,Tröegs Nimble Giant,2,"Hershey, Pennsylvania","I used to love Troegs. When I moved to Harrisburg in 1995, I considered I was blessed with a local craft brewery. I'm a IPA guy and a true Hop Head. This year's Nimble Giant is over rated and way over priced. It pours clear with a nice head. It has the usual back flavors of an IPA and at 9% the ABV is not overpowering. But for $75 a case it is way overpriced for an AVERAGE IPA.",intouch,Hershey
1414,Wychwood Hobgoblin IPA (Keg and Bottle),1.5,"Witney, Oxfordshire","The label tells me it's the World Beer Awards World's Best IPA so I'm basing my review on expectations. Aroma is of beer, appearance; beer, taste; beer, mouthfeel; well, beer. Overall; bland. If this is the best IPA in the world them I'm off to find a bottle of rice water which will taste just as good/bad. This is utter pish.",ReV2,Witney
1415,Steam Brew Imperial IPA,1,"Neckarsulm, Baden-Württemberg","Can from Lidl Munchen. I'dd say that this has nothing to do with ipa, just like strong sweet lager. Strong hopp resin and syrup taste.

I Don't like and You shouldn't buy!",akk0,Neckarsulm
1416,Busch Light,3.5,"St. Louis, Missouri",De las cervezas livianas es una de mis favoritas y siempre se consiguen aun buen precio.,kings14,St. Louis
1417,Miller Lite,3.1,"Milwaukee                       , Wisconsin","Es un poco amarga para mi gusto , pero dentro de las livianas tiene buen sabor",kings14,Milwaukee                       
1418,Heineken,4.6,"Zoeterwoude, Netherlands","One of the worst beers available when you buy outside The Netherlands but by god somehow this becomes one of the best beers available on a hot Amsterdam day, wish I could relive that moment in the hot Aussie sun",DraftChecker11,Zoeterwoude
1419,Camden Town Camden Hells Lager,4.5,"Ponders End, Greater London",Honestly one of the best beer experiences you can have is sitting in a pub in Camden with a pint of this. Straight from the source,DraftChecker11,Ponders End
1420,Abita Big Easy IPA,1.1,"Abita Springs, Louisiana",I would literally rather get down on my hands and knees & lick Bourbon Street (at 3 am on a Saturday) than drink this ever again.,MaltTamer109,Abita Springs
1421,Pabst Blue Ribbon,3.7,"Los Angeles, California","Aroma is the classic beer garden stench,and the appearance is light gold with hardly any foam.It has a 3.2 taste to it that is deceivingly smooth.Mouthfeel is smooth with a sweet,grainy aftertaste.overall this is an awesome beer especially when you're used to drinking shit beer",CaskRater30,Los Angeles
1422,Gaffel Kölsch,4.9,"Cologne, North Rhine-Westphalia","What's with all the low ratings? This beer is a real crowd pleaser on a hot day. I can't tell you how many comments I've gotten from people that it is one of the best lagers they have ever had, ever. And these are mostly from beer drinkers in Seattle who love IPAs, but on a hot summer day a Gaffel Kolsch is just the thing. It sells out at our local boutique store throughout the summer and even sometimes the big chains. Seriously shocked at the 1, 2, 3 star reviews. This is good beer! Maybe y'all just don't like lagers.",FissionChips,Cologne
1423,Dead President$ High Gravity Ice,4.2,"Monroe, Wisconsin","I like 211s but didn't have two dollars in my pocket at the time only a dollar so I went to my local liquar asked if he had an dollar beers he said Dead Presidents I never heard of it after looking around I found it. The can had Thomas Jefferson on it can was cool enough but people don't buy beer because of the can. I bought it for a dollar and was very impressed so I bought more. I found it in Riverside,Ca.",TasteKeep19,Monroe
1424,Steel Reserve 211 High Gravity,5,"Milwaukee                       , Wisconsin","I know it's all a matter of taste and individual perception, but I don't know how some people here have given this beer a 1 or 1.5 rating. I have tried almost every beer sold in the USA, and this is undoubtedly one of the best, if not the best. Besides the aroma, the color, the taste and the high alcohol content, I don't get migraines from drinking this beer! Almost every other brand triggers my migraine. Fan for the rest of my life.",CiderScout27,Milwaukee                       
1425,Lagunitas Newcastle Brown Ale (US version),0.5,"Petaluma, California","Lagunitas ruined a delicious brown ale, turning into a trendy and safe IPA. This was my everyday go-to brown ale. Never again, until the old recipe returns.",AllGrainLove33,Petaluma
1426,Schönramer Gold,4.6,"Petting/Schönram, Bavaria","Das Gold ist trotz eher heller Farbe als Märzen zu erkennen, ohne dass man es mit dem Hellen verwechselt.
Es wechseln sich die malzigen und fruchtig-frisch-hopfigen Aromen ab und verschmelzen zu einem unvergleichlichen Geshmackserlebnis. Ein Bier, das ich gerne wieder trinken werde.",NobleSampler19,Petting/Schönram
1427,Gigantic Massive! - Bourbon Barrel,2.1,"Portland, Oregon","Bottle. 2018. No discernable aroma (which could be me during allergy season). Flavors are cola with some cherry, and corn syrup. Unbelievably sweet. Basically Pepsi.",TylerGreenDC,Portland
1428,Wild Beer Pogo,5,"Shepton Mallet, Somerset","Plechovka.Pena saponatova,rychlo padla.Farba pomarancova,zakalena.Vona ovocna,pomaranc,grep,maracuja slabucko,Chut jemne nasytena,svieza ovocna,grep,pomaranc a jemna sladovost v pozadi.Telo stredne plne.Dochut pomarancova,jemne horkasta.Super vyskladane!",vymenmito,Shepton Mallet
1429,New Belgium Fat Tire,0.6,"Fort Collins, Colorado","bleh.  tastes like budweiser.  not what I expected.  I had to check the expiration date to make sure it hadn't gone bad before opening a second can.  I would NOT recommend this beer to anyone who likes beer.....unless, of course, you like budweiser, coors, natural light type crappy beers.  What a disappointment.",CaskHopper38,Fort Collins
1430,Greene King East Coast IPA (Keg/Bottle),4.5,"Bury St. Edmunds, Suffolk",Draft in a nice glass with beer name. Fruity taste with a full creamy head and thick taste. Enjoyed with and without food. I would have as a draft Again.,FrothyChief36,Bury St. Edmunds
1431,Fremont Old Bridge Rider,2.3,"Seattle, Washington","650 mL bottle. Deep amber. Smells oxidized. Cardboard, fruit, sherry. Tastes of a hint of bourbon. Then cardboard. Sweet brown sugar. Back end is cardboard again. Not easy to drink. Way too old.",ctipping,Seattle
1432,Zötler Joe´s Lagerbier & Co,4,"Rettenberg/Oberallgäu, Bavaria","Not had for a long time and shocked at some of the reviews, but I have to speak as I found and all those years ago this was a lovely tasty light beer great with smoked cheese and ham.",IPAStein25,Rettenberg/Oberallgäu
1433,New Belgium The Hemperor HPA,0.9,"Fort Collins, Colorado","I didn't realize what this beer referred to when I purchased it...If so, I would have never made the purchase.  Awful aroma, mouthfeel and taste...Corona would be the only comparison I could make with this swill.  After this multi-millionaire visiting the brewery in 2004 and having his family treated like white trash from the bar guy....I can see why they decided to produce this garbage.",Pershing,Fort Collins
1434,New Holland Dragon's Milk - White,1.8,"Holland, Michigan","Orange cloudy pour, half inch white head. Looks like an ipa. Roasty wood aroma, coriander and orange peel, marshmallow. Super low carbonation, light and frothy mouthfeel, finishes clean. Flavor is grainy, like grain belt but more mellow and more malt, orangey coriander, chalky marshmallow, acidic weathered wood. Not good, avoid.",bwa5879,Holland
1435,Savanna Dry Premium Cider,4.2,"Stellenbosch, South Africa","Delicious! One of my favorites. A little high in calories for the small bottle, but I still enjoy it as a special treat. It isn’t too sweet and it goes down smooth.",AleLiquids53,Stellenbosch
1436,Duke's Cider,5,"Vancouver, British Columbia",I personally love it. I enjoy dry cider and it’s  one of the best I’ve had. I enjoy the fact it’s so slow in carbs and sugar too; it’s not too sweet and I don’t feel bloated after having it.,AleLiquids53,Vancouver
1437,Stone (Berlin) / Garage Beer Co. Uniqcan 2019 Cosmic Island ,1.8,"Berlin, Berlin","23.06.2019, 0,5l can @ home:
Nice fizzy-creamy mediumlasting head, cloudy light orangy color. Aroma is slightly dry sour-ish floral, weeds, old leafs, hay, flowers, sawdust, bark, alcohol, dusty harsh hops, light malts, paper, minerals, soap. Taste is harsh sour-ish floral, weeds, booze, bark, hay, flowers, minerals, dusty harsh hops, sawdust, soil, paper, light malts, soap. Longlasting harsh bitterness, dry boozy mouthfeel. Meh!",Inbreak,Berlin
